created_at,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2024-01-01T00:00:00+00:00,37.08,53.09,-0.61,66.66,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T01:00:00+00:00,37.84,52.54,0.55,80.34,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T02:00:00+00:00,36.39,49.04,1.96,73.44,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T03:00:00+00:00,36.78,52.48,2.82,83.73,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T04:00:00+00:00,41.67,57.19,3.22,72.12,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T05:00:00+00:00,37.9,49.15,3.41,73.16,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T06:00:00+00:00,45.39,63.92,3.82,84.59,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T07:00:00+00:00,40.48,57.97,4.25,83.08,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T08:00:00+00:00,41.99,53.34,1.11,80.9,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T09:00:00+00:00,40.34,51.11,0.73,82.49,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T10:00:00+00:00,44.0,62.39,-0.46,75.4,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T11:00:00+00:00,41.07,52.25,1.12,70.38,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T12:00:00+00:00,46.99,61.97,-2.47,77.26,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T13:00:00+00:00,41.9,53.96,-2.22,74.07,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T14:00:00+00:00,36.41,47.97,-3.17,57.76,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T15:00:00+00:00,39.43,56.51,-2.58,67.66,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T16:00:00+00:00,36.45,47.0,-2.97,64.85,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T17:00:00+00:00,39.63,55.78,-5.86,58.1,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T18:00:00+00:00,42.59,54.96,-6.02,56.21,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T19:00:00+00:00,39.48,50.5,-5.24,62.18,25,40,Warsaw,,52.2297,21.0122,100,
2024-01-01T20:00:00+00:00,43.28,62.31,-3.65,64.72,25,40,Warsaw,,52.2297,21.0122,100,
